x,y,z,yaw,name
-36.6526,54.9941,0.5443,2.6301,via-177
-36.540958,59.614529,0.5078825,1.6401079,via-178-h
-34.577422069390515,62.23087507965445,0.0,-0.01516839173735189,via-179
-28.72975834205633,62.455283145156535,0.0,0.0167,via-180
-26.8365,60.7499,0.0,0.031,via-181
-16.632,61.3558,0.0,1.1903,via-182
-15.973351,63.00518,0.4095464,0.0535957,via-183
-4.0758309,63.465031,0.3260978,1.5529609,via-184
-4.0693107,68.900719,0.3886068,1.550457,via-185
-8.9577951,70.59893,0.3542743,0.0891664,via-186
-4.394224945589812,71.12843507976504,0.0,-0.0469,via-187-shuttle03-open
0.5997344921060517,71.10552700894993,0.0,-0.0248,via-188-shuttle03-close
2.373457005271959,68.28981349585257,0.0,-1.5708,via-189
2.9278,60.6546,0.0,-1.5618,via-190-shuttle02-open
3.1798,56.9251,0.0,-1.5613,via-191-shuttle02-close
3.1546222200674947,49.239461805999895,0.0,-3.1109,via-192
-10.1483,48.855,0.0,-1.5698,via-193
-10.0233,46.0216,0.0,-1.5535,via-194-shuttle01-open
-9.7886,43.0238,0.0,-1.547,via-195-shuttle01-close
-11.20391495762329,35.28556570368494,0.0,-2.4668517113662514,via-196
-18.28818497506093,30.044350981974333,0.0,-1.5524,via-197
-18.2176,27.0851,0.0,-0.0185,via-198
-9.7052,26.2849,0.0,-1.5708,via-199
-9.6611,22.125,0.0,-3.1322,via-200
-14.4745,19.9965,0.0,-1.5708,via-201
-13.9211,0.8104,-0.2801,0.0096,via-202
3.1373,1.065,-0.1027,-0.0545,via-203
33.0476,2.5375,-0.1116,0.0326,via-2h-x0
42.08862822662648,2.8768215657936764,-0.1450856,-1.5989308,via-2h-x1
41.834301,-2.5242805,-0.270077,-1.5337039,via-2h-x2
42.0123,-13.5964,-0.3064,-1.5708,via-2h-x3
41.83852,-16.159822,-0.2800744,-0.0763338,ChargeIn
