x,y,z,yaw,name
-8.929347,0.1663645,0.1242311,1.5964501,point_0
-7.0638785,-0.1535927,0.095363,1.6474401,point_1
-5.755095,0.0280709,0.0873077,-1.5204152,point_2
-4.5171118,-1.3253974,0.0459136,-0.0839339,point_3
-8.275403,-0.2234842,0.1184565,-1.4508119,point_4
